Year/Month/Day or Period,Event,Category,Economic/Market Impact (S&P 500),,,,,,,,,,,,,,,,,,,,,
2024-10-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-10-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-10-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-10-31,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-11-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-12-31,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-1-31,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-2-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-3-31,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2025-4-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
